Cantidad;Periodo_Cartera;Segmento;Tipo_Cotizante;Grupo_Producto;SEXO;Tipo_Trabajador
4;202206;Rentas Medias;Afiliado no Pensionado;CB;Femenino;Dependiente
24;202104;Rentas Masivas;Pensionado;CB;Femenino;Independiente
2479;202107;Rentas Masivas;No Cotizante;CB;Femenino;NULL
31;202207;Rentas Masivas;Afiliado no Pensionado;APO + AFP_VOL + CB;Masculino;Independiente
6;202202;Alto Patrimonio;Pensionado;APO + AFP_VOL + CB + VIDA + PENS;Masculino;Independiente
5;202107;Alto Valor;Pensionado;APO + PENS;Femenino;Independiente
95;202207;Alto Valor;Afiliado no Pensionado;APO + CB + VIDA;Masculino;Dependiente
23;202105;Rentas Masivas;Afiliado no Pensionado;CB;Masculino;Dependiente
360;202104;Alto Valor;Afiliado no Pensionado;APO + CB;Femenino;Dependiente
6;202112;Rentas Masivas;Pensionado;AFP_VOL + CB;Masculino;Independiente
7;202112;Prime;Pensionado;APO + AFP_VOL + CB;Femenino;Dependiente
80;202104;Prime;No Cotizante;AFP_VOL + VIDA;Masculino;NULL
5;202110;Rentas Medias;Pensionado;APO + CB;Masculino;Dependiente
39;202206;Rentas Medias;Pensionado;VIDA + PENS;Femenino;Dependiente
1229;202104;Rentas Medias;Afiliado no Pensionado;APO;Femenino;Independiente
1;202206;Alto Valor;Pensionado;AFP_VOL + CB + VIDA;Masculino;Independiente
165;202109;Prime;No Cotizante;AFP_VOL;Femenino;NULL
94;202204;Alto Patrimonio;Pensionado;AFP_VOL + VIDA + PENS;Masculino;Dependiente
1;202105;Alto Patrimonio;Afiliado no Pensionado;AFP_VOL + CB + VIDA;Masculino;Dependiente
60;202107;Alto Valor;Pensionado;AFP_VOL + CB + PENS;Masculino;Dependiente
102;202102;Alto Patrimonio;Afiliado no Pensionado;APO + AFP_VOL;Masculino;Independiente
14;202204;Prime;Afiliado no Pensionado;APO + CB + VIDA;Femenino;Independiente
1;202203;Rentas Medias;Pensionado;CB + VIDA;Masculino;NULL
114;202102;Rentas Medias;Pensionado;AFP_VOL;Masculino;NULL
3;202205;Rentas Masivas;Afiliado no Pensionado;AFP_VOL + CB;Femenino;Dependiente
38;202208;Rentas Medias;Pensionado;APO + AFP_VOL + PENS;Masculino;Independiente
1032;202205;Prime;No Cotizante;VIDA;Masculino;NULL
21;202112;Alto Patrimonio;No Cotizante;AFP_VOL;Femenino;NULL
1;202110;Prime;Pensionado;CB + VIDA;Masculino;NULL
2;202111;Rentas Masivas;No Cotizante;CB + VIDA;Masculino;NULL
16;202105;Alto Patrimonio;Pensionado;VIDA;Femenino;Dependiente
5;202206;Alto Patrimonio;Afiliado no Pensionado;APO + VIDA;Masculino;Independiente
1;202206;Rentas Medias;Afiliado no Pensionado;AFP_VOL + CB + VIDA;Femenino;Independiente
1;202205;Alto Patrimonio;Afiliado no Pensionado;AFP_VOL + CB + VIDA;Femenino;Independiente
17;202207;Alto Valor;Pensionado;AFP_VOL + VIDA + PENS;Femenino;Dependiente
5;202111;Alto Patrimonio;Pensionado;APO + AFP_VOL + CB + VIDA + PENS;Masculino;Independiente
2;202208;Rentas Masivas;Pensionado;APO + AFP_VOL + CB + PENS;Masculino;Dependiente
12;202105;Rentas Medias;Pensionado;APO;Masculino;Independiente
805;202103;Alto Valor;Afiliado no Pensionado;APO;Masculino;Independiente
83;202101;Rentas Medias;Afiliado no Pensionado;APO + AFP_VOL + CB;Masculino;Independiente
2;202206;Rentas Medias;Pensionado;APO + AFP_VOL + VIDA;Masculino;Dependiente
12;202201;Rentas Medias;Pensionado;VIDA + PENS;Masculino;Independiente
15;202204;Alto Patrimonio;Pensionado;CB + VIDA + PENS;Masculino;Dependiente
32;202205;Rentas Medias;Pensionado;AFP_VOL + VIDA;Femenino;Dependiente
44;202201;Prime;Afiliado no Pensionado;APO + VIDA;Masculino;Independiente
270;202103;Alto Patrimonio;No Cotizante;VIDA;Masculino;NULL
7;202203;Rentas Medias;Pensionado;AFP_VOL + VIDA + PENS;Femenino;Independiente
14;202104;Alto Patrimonio;Pensionado;AFP_VOL;Femenino;Dependiente
2;202110;Alto Patrimonio;Pensionado;APO + AFP_VOL + CB;Femenino;Dependiente
3;202110;Alto Patrimonio;Pensionado;CB;Femenino;Independiente
5;202111;Alto Patrimonio;Pensionado;VIDA;Masculino;Independiente
1;202107;Prime;Pensionado;APO + AFP_VOL + CB + VIDA;Masculino;Independiente
6574;202112;Rentas Masivas;Afiliado no Pensionado;APO + AFP_VOL;Masculino;Independiente
194;202206;Alto Patrimonio;Pensionado;AFP_VOL + CB + VIDA + PENS;Masculino;Dependiente
2;202204;Prime;Pensionado;VIDA + PENS;Masculino;Dependiente
6;202112;Alto Patrimonio;Pensionado;CB;Masculino;NULL
20;202205;Alto Patrimonio;No Cotizante;AFP_VOL + CB + VIDA;Femenino;NULL
8;202110;Alto Valor;Pensionado;APO + AFP_VOL;Masculino;Independiente
120;202203;Rentas Masivas;Pensionado;APO + PENS;Femenino;Independiente
1744;202107;Alto Valor;Afiliado no Pensionado;APO + AFP_VOL + CB;Masculino;Dependiente
2;202104;Prime;Afiliado no Pensionado;CB;Masculino;Dependiente
3;202104;Prime;Pensionado;VIDA + PENS;Masculino;Dependiente
11;202207;Rentas Medias;Pensionado;AFP_VOL + CB + PENS;Femenino;Independiente
548;202202;Rentas Medias;Pensionado;APO + AFP_VOL;Masculino;Dependiente
5;202106;Alto Patrimonio;Pensionado;CB + VIDA + PENS;Masculino;Independiente
2;202205;Prime;Afiliado no Pensionado;VIDA;Masculino;Independiente
1;202205;Alto Patrimonio;Afiliado no Pensionado;AFP_VOL;Masculino;Independiente
3078;202208;Prime;Afiliado no Pensionado;APO + AFP_VOL;Masculino;Dependiente
23;202110;Rentas Masivas;Pensionado;APO + AFP_VOL + PENS;Masculino;Independiente
8;202105;Prime;Pensionado;APO + AFP_VOL;Femenino;Dependiente
6;202107;Alto Valor;Pensionado;AFP_VOL + VIDA + PENS;Femenino;Independiente
1;202207;Prime;Pensionado;APO + VIDA + PENS;Masculino;Dependiente
96;202207;Alto Patrimonio;Pensionado;APO + AFP_VOL + PENS;Masculino;Dependiente
4;202109;Alto Valor;Pensionado;APO + CB;Masculino;Dependiente
2;202108;Rentas Masivas;Pensionado;AFP_VOL + PENS;Femenino;NULL
15;202105;Prime;Pensionado;APO + AFP_VOL + CB;Masculino;Dependiente
11;202102;Alto Patrimonio;Afiliado no Pensionado;APO + CB + VIDA;Femenino;Independiente
21;202203;Alto Valor;Pensionado;APO + AFP_VOL + CB + PENS;Masculino;Dependiente
2105;202206;Prime;No Cotizante;CB;Masculino;NULL
3;202206;Alto Patrimonio;Pensionado;AFP_VOL;Femenino;Independiente
21;202203;Rentas Medias;Pensionado;CB + PENS;Femenino;Dependiente
196;202104;Alto Patrimonio;Pensionado;AFP_VOL + CB + PENS;Masculino;Dependiente
1;202107;Rentas Masivas;Afiliado no Pensionado;AFP_VOL + CB;Femenino;Independiente
257;202105;Rentas Medias;No Cotizante;CB + VIDA;Femenino;NULL
166;202203;Rentas Masivas;Pensionado;APO + PENS;Masculino;Independiente
1;202110;Rentas Medias;Afiliado no Pensionado;AFP_VOL + CB;Masculino;Dependiente
284;202106;Rentas Medias;Pensionado;APO + PENS;Femenino;Dependiente
5;202104;Alto Patrimonio;Pensionado;CB + PENS;Femenino;Independiente
62;202201;Alto Patrimonio;Afiliado no Pensionado;APO + CB;Femenino;Dependiente
20;202104;Alto Patrimonio;Afiliado no Pensionado;APO + VIDA;Masculino;Dependiente
3;202203;Prime;Afiliado no Pensionado;AFP_VOL + CB;Masculino;Dependiente
6;202104;Alto Patrimonio;Pensionado;AFP_VOL + CB + PENS;Femenino;Independiente
11;202201;Alto Valor;Afiliado no Pensionado;AFP_VOL;Masculino;Independiente
21;202103;Alto Valor;Afiliado no Pensionado;APO + AFP_VOL + CB + VIDA;Femenino;Independiente
3;202109;Alto Valor;Pensionado;VIDA;Masculino;NULL
4;202109;Rentas Medias;Pensionado;APO + AFP_VOL + CB;Masculino;Dependiente
56;202101;Alto Patrimonio;Afiliado no Pensionado;APO + CB;Femenino;Dependiente
60;202206;Rentas Masivas;No Cotizante;VIDA;Femenino;NULL
1;202101;Alto Valor;Afiliado no Pensionado;AFP_VOL + CB + VIDA;Masculino;Dependiente
2;202202;Alto Valor;Pensionado;APO + CB;Masculino;Dependiente
195;202208;Rentas Medias;Afiliado no Pensionado;APO + VIDA;Femenino;Dependiente
111;202110;Prime;Afiliado no Pensionado;APO + VIDA;Masculino;Dependiente
109;202204;Alto Valor;Afiliado no Pensionado;APO + VIDA;Masculino;Independiente
1;202102;Rentas Medias;Pensionado;APO + AFP_VOL + CB;Femenino;Independiente
8;202107;Alto Patrimonio;Pensionado;APO + AFP_VOL + PENS;Masculino;Independiente
245;202206;Alto Valor;No Cotizante;CB + VIDA;Femenino;NULL
595;202206;Rentas Masivas;Afiliado no Pensionado;AFP_VOL;Femenino;Independiente
15;202106;Alto Valor;Pensionado;CB;Masculino;Independiente
2;202202;Alto Valor;Pensionado;AFP_VOL + CB + VIDA + PENS;Masculino;Dependiente
199;202207;Rentas Masivas;Afiliado no Pensionado;APO + CB;Femenino;Dependiente
1;202208;Alto Patrimonio;Pensionado;VIDA;Femenino;NULL
11;202205;Prime;Afiliado no Pensionado;AFP_VOL;Femenino;Dependiente
2;202201;Prime;Pensionado;APO + CB + VIDA;Femenino;Dependiente
32;202101;Rentas Medias;Pensionado;VIDA;Femenino;Independiente
12;202102;Prime;Pensionado;APO + AFP_VOL + CB;Masculino;Dependiente
3;202207;Alto Valor;Afiliado no Pensionado;VIDA;Femenino;Dependiente
14;202112;Alto Valor;Pensionado;AFP_VOL + VIDA + PENS;Masculino;Dependiente
2;202105;Alto Patrimonio;Pensionado;APO + CB + VIDA + PENS;Masculino;Dependiente
1;202107;Rentas Medias;Pensionado;APO + AFP_VOL + VIDA + PENS;Masculino;Dependiente
282;202101;Prime;No Cotizante;CB + VIDA;Femenino;NULL
1535;202106;Alto Valor;No Cotizante;CB;Masculino;NULL
3;202206;Rentas Medias;Pensionado;CB + VIDA;Masculino;Independiente
4;202205;Alto Valor;Pensionado;CB + PENS;Femenino;Independiente
14;202111;Rentas Medias;Pensionado;AFP_VOL + CB;Masculino;Independiente
7;202103;Rentas Medias;Pensionado;AFP_VOL + CB;Femenino;NULL
41;202205;Alto Valor;Afiliado no Pensionado;APO + VIDA;Femenino;Independiente
625;202207;Alto Valor;Afiliado no Pensionado;APO + VIDA;Masculino;Dependiente
14;202112;Prime;Pensionado;AFP_VOL + CB + VIDA + PENS;Masculino;Dependiente
6;202206;Rentas Medias;Pensionado;APO + CB + PENS;Masculino;Dependiente
5;202208;Rentas Masivas;Pensionado;APO + AFP_VOL;Femenino;Independiente
6;202208;Alto Patrimonio;Pensionado;AFP_VOL + VIDA + PENS;Femenino;Independiente
2408;202110;Alto Valor;Afiliado no Pensionado;APO + AFP_VOL;Masculino;Independiente
863;202106;Rentas Medias;Afiliado no Pensionado;AFP_VOL;Masculino;Dependiente
1;202104;Prime;Pensionado;APO + AFP_VOL + CB + VIDA;Masculino;Independiente
6;202111;Alto Patrimonio;Pensionado;AFP_VOL + CB + VIDA;Masculino;Independiente
2094;202106;Rentas Medias;No Cotizante;CB;Femenino;NULL
1;202102;Alto Valor;Pensionado;APO + VIDA + PENS;Femenino;Independiente
4;202101;Alto Valor;Pensionado;APO + AFP_VOL + CB + VIDA + PENS;Masculino;Dependiente
1655;202107;Rentas Medias;Pensionado;AFP_VOL;Femenino;Dependiente
581;202206;Alto Patrimonio;Afiliado no Pensionado;APO + AFP_VOL + CB;Masculino;Dependiente
481;202104;Rentas Masivas;Pensionado;APO + AFP_VOL + PENS;Femenino;Dependiente
8;202103;Rentas Medias;Pensionado;APO + AFP_VOL;Femenino;Independiente
9;202110;Alto Valor;Pensionado;APO + AFP_VOL + CB + PENS;Femenino;Dependiente
707;202110;Rentas Masivas;Pensionado;APO + AFP_VOL;Masculino;Dependiente
67;202102;Prime;Pensionado;CB;Femenino;Dependiente
828;202203;Alto Valor;No Cotizante;AFP_VOL;Femenino;NULL
1;202107;Rentas Medias;Afiliado no Pensionado;AFP_VOL + VIDA;Masculino;Dependiente
393;202107;Rentas Medias;Afiliado no Pensionado;APO + CB;Femenino;Dependiente
1;202103;Rentas Medias;Pensionado;APO + AFP_VOL + VIDA;Femenino;Independiente
5;202208;Alto Patrimonio;Pensionado;AFP_VOL + VIDA;Masculino;Independiente
81;202108;Alto Patrimonio;No Cotizante;AFP_VOL;Masculino;NULL
3;202101;Prime;Pensionado;APO + AFP_VOL + CB + VIDA + PENS;Masculino;Dependiente
77;202202;Prime;No Cotizante;AFP_VOL + VIDA;Masculino;NULL
2;202110;Prime;Afiliado no Pensionado;VIDA;Masculino;Independiente
10;202108;Rentas Medias;Afiliado no Pensionado;APO + CB + VIDA;Masculino;Independiente
41;202103;Alto Patrimonio;Pensionado;CB;Masculino;Dependiente
1719;202110;Alto Valor;Afiliado no Pensionado;APO + AFP_VOL + CB;Masculino;Dependiente
1;202105;Alto Valor;Afiliado no Pensionado;AFP_VOL + CB;Masculino;Independiente
2991;202111;Rentas Masivas;Afiliado no Pensionado;AFP_VOL;Masculino;Dependiente
6;202106;Alto Patrimonio;Pensionado;APO + CB;Masculino;Dependiente
14;202203;Prime;Pensionado;AFP_VOL + CB;Femenino;Independiente
68107;202204;Rentas Medias;Afiliado no Pensionado;APO + AFP_VOL;Femenino;Dependiente
6;202110;Rentas Masivas;Pensionado;APO + AFP_VOL;Femenino;Independiente
2;202205;Rentas Medias;Pensionado;APO + AFP_VOL + VIDA + PENS;Femenino;Independiente
207;202205;Rentas Masivas;Afiliado no Pensionado;APO + CB;Femenino;Dependiente
1;202107;Rentas Masivas;Pensionado;AFP_VOL + VIDA;Femenino;Independiente
2064;202201;Prime;No Cotizante;CB;Masculino;NULL
6;202101;Rentas Masivas;Afiliado no Pensionado;CB;Masculino;Dependiente
11;202102;Rentas Medias;Pensionado;CB + PENS;Masculino;Dependiente
609;202106;Rentas Medias;Pensionado;AFP_VOL + PENS;Masculino;Independiente
1;202201;Alto Valor;Pensionado;AFP_VOL + CB + VIDA + PENS;Femenino;Dependiente
772;202110;Rentas Medias;Pensionado;AFP_VOL + PENS;Femenino;Independiente
7;202203;Alto Valor;Pensionado;APO + PENS;Masculino;Independiente
19;202104;Rentas Medias;Pensionado;VIDA + PENS;Masculino;Dependiente
614;202206;Alto Patrimonio;No Cotizante;CB;Femenino;NULL
4;202203;Alto Patrimonio;Pensionado;CB;Femenino;Independiente
1;202205;Alto Patrimonio;Pensionado;CB + VIDA + PENS;Femenino;Independiente
1;202104;Alto Valor;Pensionado;APO + AFP_VOL + VIDA + PENS;Femenino;Dependiente
4;202111;Alto Valor;Pensionado;VIDA;Femenino;Independiente
1;202103;Prime;Pensionado;AFP_VOL + VIDA;Femenino;Independiente
17;202105;Alto Valor;Pensionado;AFP_VOL + VIDA;Masculino;Dependiente
5;202201;Alto Valor;Pensionado;APO + CB;Femenino;Dependiente
2;202208;Prime;Pensionado;APO + AFP_VOL + VIDA;Masculino;Dependiente
79;202102;Rentas Medias;Afiliado no Pensionado;APO + AFP_VOL + VIDA;Masculino;Independiente
5;202110;Alto Valor;Pensionado;AFP_VOL + VIDA + PENS;Femenino;Independiente
1;202206;Prime;Pensionado;AFP_VOL + CB + VIDA;Masculino;NULL
4;202101;Alto Valor;Afiliado no Pensionado;CB;Masculino;Dependiente
9;202109;Alto Valor;Pensionado;APO + AFP_VOL;Masculino;Independiente
387;202111;Rentas Medias;No Cotizante;AFP_VOL + CB;Femenino;NULL
21;202201;Prime;Pensionado;CB;Masculino;Independiente
18;202201;Alto Patrimonio;Pensionado;AFP_VOL + VIDA + PENS;Femenino;Dependiente
117;202104;Alto Valor;Pensionado;APO + PENS;Masculino;Dependiente
3;202105;Alto Valor;Pensionado;APO + VIDA + PENS;Masculino;Dependiente
14;202205;Prime;Afiliado no Pensionado;APO + CB + VIDA;Femenino;Independiente
224;202104;Rentas Medias;Afiliado no Pensionado;APO + AFP_VOL + VIDA;Masculino;Dependiente
70747;202107;Rentas Medias;Afiliado no Pensionado;APO + AFP_VOL;Femenino;Dependiente
1;202105;Alto Valor;Pensionado;APO + CB + VIDA;Femenino;Dependiente
7;202201;Alto Valor;Pensionado;AFP_VOL + VIDA + PENS;Masculino;Independiente
2;202201;Rentas Masivas;Pensionado;AFP_VOL + CB + PENS;Masculino;Independiente
1;202201;Prime;Pensionado;APO + AFP_VOL + CB + VIDA;Masculino;Independiente
6;202109;Prime;Afiliado no Pensionado;AFP_VOL + CB;Femenino;Dependiente
2989;202208;Rentas Medias;Pensionado;AFP_VOL + PENS;Masculino;Dependiente
57;202201;Alto Valor;Pensionado;AFP_VOL + CB + PENS;Masculino;Dependiente
3;202205;Alto Patrimonio;Pensionado;AFP_VOL;Femenino;Independiente
182;202110;Prime;Afiliado no Pensionado;APO + AFP_VOL + CB + VIDA;Femenino;Dependiente
1;202105;Prime;Pensionado;APO + CB;Femenino;Dependiente
6426;202206;Rentas Masivas;Afiliado no Pensionado;APO + AFP_VOL;Masculino;Independiente
37;202207;Rentas Medias;Afiliado no Pensionado;APO + AFP_VOL + CB + VIDA;Femenino;Dependiente
3;202110;Alto Valor;Pensionado;AFP_VOL + VIDA;Femenino;Independiente
6;202207;Alto Valor;Pensionado;APO + AFP_VOL;Femenino;Independiente
205;202204;Rentas Medias;Afiliado no Pensionado;APO + AFP_VOL + VIDA;Masculino;Dependiente
1;202112;Alto Valor;Pensionado;AFP_VOL + CB + VIDA;Masculino;Independiente
17;202101;Alto Valor;Afiliado no Pensionado;APO + CB + VIDA;Femenino;Independiente
1;202203;Prime;Afiliado no Pensionado;AFP_VOL;Femenino;Independiente
1;202110;Alto Valor;Afiliado no Pensionado;APO + PENS;Femenino;Dependiente
4;202208;Alto Patrimonio;Pensionado;CB + VIDA;Masculino;Independiente
1;202110;Rentas Medias;Afiliado no Pensionado;AFP_VOL + VIDA;Femenino;Dependiente
2;202102;Rentas Medias;Afiliado no Pensionado;CB;Masculino;Independiente
18;202207;Alto Patrimonio;Pensionado;AFP_VOL + VIDA + PENS;Masculino;Independiente
1;202104;Alto Patrimonio;No Cotizante;CB + VIDA + PENS;Masculino;NULL
10;202106;Prime;Pensionado;AFP_VOL + CB;Femenino;Independiente
1218;202103;Prime;No Cotizante;CB;Femenino;NULL
8;202110;Rentas Masivas;Pensionado;CB + PENS;Masculino;Independiente
3;202101;Alto Valor;Afiliado no Pensionado;VIDA;Femenino;Dependiente
267;202110;Rentas Medias;Afiliado no Pensionado;APO + CB;Masculino;Dependiente
62;202101;Rentas Masivas;Pensionado;APO;Femenino;Independiente
166;202109;Prime;Pensionado;AFP_VOL;Masculino;Dependiente
1;202207;Alto Patrimonio;Afiliado no Pensionado;VIDA;Femenino;Independiente
1;202202;Alto Valor;Afiliado no Pensionado;AFP_VOL + VIDA;Femenino;Independiente
4;202206;Rentas Masivas;Afiliado no Pensionado;APO + VIDA;Masculino;Dependiente
41128;202204;Alto Valor;Afiliado no Pensionado;APO;Masculino;Dependiente
3519;202102;Rentas Masivas;Pensionado;APO + PENS;Femenino;Dependiente
4;202203;Prime;Pensionado;AFP_VOL + CB;Femenino;NULL
11252;202201;Rentas Masivas;Pensionado;AFP_VOL;Masculino;Dependiente
1062;202208;Rentas Masivas;Pensionado;AFP_VOL;Masculino;Independiente
3;202107;Alto Valor;Afiliado no Pensionado;VIDA;Masculino;Independiente
5;202104;Alto Patrimonio;Pensionado;VIDA + PENS;Femenino;Dependiente
1;202110;Prime;Afiliado no Pensionado;AFP_VOL + VIDA;Masculino;Dependiente
270;202111;Rentas Medias;Afiliado no Pensionado;APO + VIDA;Masculino;Dependiente
3;202106;Rentas Masivas;Pensionado;APO + CB;Masculino;Independiente
3;202109;Rentas Masivas;Pensionado;AFP_VOL + CB;Femenino;Independiente
2;202102;Prime;Pensionado;VIDA;Masculino;NULL
2;202208;Rentas Medias;Pensionado;APO + VIDA + PENS;Femenino;Independiente
165;202203;Prime;No Cotizante;AFP_VOL;Femenino;NULL
7;202204;Alto Patrimonio;No Cotizante;AFP_VOL + VIDA;Femenino;NULL
2;202206;Alto Patrimonio;Pensionado;APO + AFP_VOL + VIDA;Masculino;Dependiente
6;202201;Rentas Medias;Afiliado no Pensionado;VIDA;Femenino;Independiente
2;202204;Alto Patrimonio;Afiliado no Pensionado;AFP_VOL;Masculino;Independiente
4;202109;Alto Patrimonio;Pensionado;CB;Femenino;Independiente
2;202208;Alto Valor;Pensionado;CB + PENS;Masculino;Independiente
504;202204;Alto Valor;Pensionado;APO + AFP_VOL + PENS;Masculino;Dependiente
238;202109;Rentas Medias;Afiliado no Pensionado;APO + AFP_VOL + VIDA;Femenino;Dependiente
4;202208;Rentas Medias;Afiliado no Pensionado;VIDA;Femenino;Independiente
10;202206;Rentas Medias;Pensionado;AFP_VOL + CB + PENS;Femenino;Independiente
7;202205;Alto Valor;Pensionado;APO + VIDA + PENS;Masculino;Dependiente
65;202107;Rentas Masivas;No Cotizante;VIDA;Femenino;NULL
1;202109;Prime;Pensionado;CB + VIDA + PENS;Femenino;Dependiente
1;202208;Alto Valor;Pensionado;APO + AFP_VOL + CB + VIDA + PENS;Masculino;Dependiente
1;202102;Prime;Pensionado;CB + VIDA + PENS;Masculino;Dependiente
219;202109;Alto Valor;Afiliado no Pensionado;APO + AFP_VOL + CB + VIDA;Femenino;Dependiente
77;202112;Prime;No Cotizante;AFP_VOL + VIDA;Masculino;NULL
19;202207;Alto Patrimonio;Afiliado no Pensionado;APO + AFP_VOL + VIDA;Masculino;Independiente
1;202207;Prime;Pensionado;APO + AFP_VOL + CB + VIDA + PENS;Femenino;Independiente
13;202111;Prime;Pensionado;AFP_VOL;Masculino;NULL
1;202205;Rentas Medias;Afiliado no Pensionado;AFP_VOL + CB + VIDA;Femenino;Dependiente
27;202112;Alto Patrimonio;Pensionado;AFP_VOL;Masculino;Dependiente
6;202107;Prime;Pensionado;AFP_VOL + CB;Masculino;NULL
248;202205;Alto Valor;No Cotizante;CB + VIDA;Femenino;NULL
21;202112;Rentas Medias;Pensionado;APO + AFP_VOL;Masculino;Independiente
17;202202;Alto Patrimonio;Pensionado;AFP_VOL + CB;Femenino;Dependiente
1;202201;Rentas Masivas;Afiliado no Pensionado;APO + VIDA;Masculino;Dependiente
2;202203;Prime;Pensionado;VIDA + PENS;Femenino;Independiente
5;202108;Alto Valor;Pensionado;APO + AFP_VOL + VIDA + PENS;Masculino;Dependiente
1;202104;Prime;Pensionado;APO + AFP_VOL + CB + VIDA;Femenino;Dependiente
14;202207;Alto Valor;Pensionado;APO + AFP_VOL + CB + PENS;Femenino;Dependiente
147;202208;Alto Valor;Afiliado no Pensionado;APO + AFP_VOL + CB;Masculino;Independiente
4;202201;Alto Patrimonio;Pensionado;VIDA + PENS;Masculino;Independiente
126;202111;Alto Valor;No Cotizante;AFP_VOL + VIDA;Femenino;NULL
2;202204;Prime;Pensionado;APO + AFP_VOL + VIDA + PENS;Masculino;Dependiente
1;202206;Prime;Pensionado;APO + VIDA;Femenino;Dependiente
1;202108;Rentas Medias;Pensionado;CB + PENS;Femenino;NULL
1;202207;Alto Valor;Afiliado no Pensionado;AFP_VOL + CB;Masculino;NULL
